app,source_file,route,status,risk,batch
dashboard,web/legacy/dashboard/src/views/contactTransfer/resignAllotRecord.vue,/contactTransfer/resignAllotRecord,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/contactTransfer/resignIndex.vue,/contactTransfer/resignIndex,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/contactTransfer/workAllotRecord.vue,/contactTransfer/workAllotRecord,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/contactTransfer/workIndex.vue,/contactTransfer/workIndex,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/corpData/index.vue,/corpData/index,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/department/index.vue,/department/index,legacy,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/error/404.vue,/404,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/greeting/components/department.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/greeting/components/upload.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/greeting/components/vpload.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/greeting/index.vue,/greeting/index,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/greeting/store.vue,/greeting/store,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/login/login.vue,/login,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/lossContact/index.vue,/lossContact/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/mediumGroup/components/upload.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/mediumGroup/components/vpload.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/mediumGroup/index.vue,/mediumGroup/index,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/menu/index.vue,/menu/index,legacy,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/officialAccount/create.vue,/officialAccount/create,legacy,critical,blocked-external
dashboard,web/legacy/dashboard/src/views/officialAccount/index.vue,/officialAccount/index,legacy,critical,blocked-external
dashboard,web/legacy/dashboard/src/views/passwordUpdate/index.vue,/passwordUpdate/index,react,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/radar/components/addSourceTitle.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/radar/components/clickDetails.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/radar/components/share.vue,-,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/role/index.vue,/role/index,legacy,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/role/permissionShow.vue,/role/permissionShow,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomCalendar/components/group.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomCalendar/components/setCalnder.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/create/selectGroup.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/create/selectMember.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/create/step/step1.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/create/step/step2.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/create/step/step3.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/create/step/step4.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomFission/components/list/details.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomInfinitePull/components/details.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomMessageBatchSend/index.vue,/roomMessageBatchSend/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomMessageBatchSend/show.vue,/roomMessageBatchSend/show,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomMessageBatchSend/store.vue,/roomMessageBatchSend/store,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomSop/components/create/addRule.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomSop/components/create/linkInput.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomTagPull/contactDetail.vue,/roomTagPull/contactDetail,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomTagPull/create.vue,/roomTagPull/create,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomTagPull/detail.vue,/roomTagPull/detail,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomTagPull/index.vue,/roomTagPull/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomWelcome/components/AddApplets.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomWelcome/components/Details.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomWelcome/create.vue,/roomWelcome/create,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/roomWelcome/index.vue,/roomWelcome/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/sensitiveWordsMonitor/components/department.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/statistics/contact.vue,/statistics/contact,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/statistics/employee.vue,/statistics/employee,legacy,high,dashboard-batch3
dashboard,web/legacy/dashboard/src/views/user/index.vue,/user/index,legacy,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/workContact/components/department.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workContact/contactFieldPivot.vue,/workContact/contactFieldPivot,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workContact/index.vue,/workContact/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workContactTag/index.vue,/workContactTag/index,legacy,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/workEmployee/index.vue,/workEmployee/index,react,medium,dashboard-batch2
dashboard,web/legacy/dashboard/src/views/workFission/components/create/step/step1.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/create/step/step2.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/create/step/step3.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/create/step/step4.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/details.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/inviteDetails.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/update/step/step1.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/update/step/step2.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/components/update/step/step3.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/create.vue,/workFission/create,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/dataShow.vue,/workFission/dataShow,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/edit.vue,/workFission/edit,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/index.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/invite.vue,/workFission/invite,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workFission/taskpage.vue,/workFission/taskpage,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workRoom/detail.vue,/workRoom/detail,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workRoom/index.vue,/workRoom/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workRoom/statistics.vue,/workRoom/statistics,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workRoomAutoPull/components/upload.vue,-,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workRoomAutoPull/index.vue,/workRoomAutoPull/index,legacy,high,dashboard-batch4
dashboard,web/legacy/dashboard/src/views/workRoomAutoPull/store.vue,/workRoomAutoPull/store,legacy,high,dashboard-batch4
operation,web/legacy/operation/src/views/index/index.vue,/,legacy,high,operation
operation,web/legacy/operation/src/views/lottery/explain.vue,/explain,legacy,high,operation
operation,web/legacy/operation/src/views/lottery/index.vue,/lottery,legacy,high,operation
operation,web/legacy/operation/src/views/lottery/prize.vue,-,legacy,high,operation
operation,web/legacy/operation/src/views/roomClockIn/explain.vue,-,legacy,high,operation
operation,web/legacy/operation/src/views/roomClockIn/index.vue,/roomClockIn,legacy,high,operation
operation,web/legacy/operation/src/views/roomClockIn/success.vue,-,legacy,high,operation
operation,web/legacy/operation/src/views/roomFission/fissionIndex.vue,/roomFission,legacy,high,operation
operation,web/legacy/operation/src/views/roomFission/fissionSpeed.vue,/fissionSpeed,legacy,high,operation
operation,web/legacy/operation/src/views/roomInfinitePull/roomInfinitePull.vue,/roomInfinitePull,legacy,high,operation
operation,web/legacy/operation/src/views/shopCode/shopCodeIndex.vue,/shopCode,legacy,high,operation
operation,web/legacy/operation/src/views/workFission/index.vue,/workFission,legacy,high,operation
operation,web/legacy/operation/src/views/workFission/speed.vue,/speed,legacy,high,operation
sidebar,web/legacy/sidebar/src/router/routes.js,/:pathMatch(.*),legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/auth/index.vue,/auth,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/codeAuth/index.vue,/codeAuth,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contact/editDetail.vue,/contact/editDetail,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contact/index.vue,/contact,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contact/remark.vue,/contact/remark,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contact/settingTag.vue,/contact/settingTag,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contactBatchAdd/index.vue,/contactBatchAdd,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contactSop/contactSop.vue,/contactSop,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/contactSop/contactSopIndex.vue,-,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/error/404.vue,/404,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/index/index.vue,/,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/login/index.vue,/login,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/medium/index.vue,/medium,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/roomSop/pushRule.vue,-,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/roomSop/roomQuality.vue,-,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/roomSop/roomSop.vue,/roomSop,legacy,high,sidebar
sidebar,web/legacy/sidebar/src/views/roomSop/setCalendar.vue,-,legacy,high,sidebar
