app,path,name,source_file,auth,corp_context,permission,render_target
dashboard,/roomMessageBatchSend/index,roomMessageBatchSendIndex,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomMessageBatchSend/show,roomMessageBatchSend/show,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomMessageBatchSend/store,roomMessageBatchSendStore,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomTagPull/contactDetail,roomTagPullContactDetail,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomTagPull/create,roomTagPullCreate,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomTagPull/detail,roomTagPullDetail,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomTagPull/index,roomTagPull,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomWelcome/create,roomWelcomeCreate,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/roomWelcome/index,roomWelcomeIndex,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/statistics/contact,/statisticsContact,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/statistics/employee,/statisticsEmployee,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/user/index,user,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,add;search,dashboard-spa
dashboard,/workContact/contactFieldPivot,contactFieldPivot,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,detail;edit;track;update,dashboard-spa
dashboard,/workContact/index,workContactIndex,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,search;sync,dashboard-spa
dashboard,/workContactTag/index,workContactTag,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,add;addGroup;delete;deleteTag;edit;editGroup;move;sync,dashboard-spa
dashboard,/workEmployee/index,workEmployeeIndex,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,search;sync,dashboard-spa
dashboard,/workFission/create,workFissionCreate,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workFission/dataShow,workFissionDataShow,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workFission/edit,workFissionEdit,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workFission/invite,workFissionInvite,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workFission/taskpage,workFissionTaskpage,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workRoom/detail,workRoomDetail,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workRoom/index,workRoomIndex,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,add;batch;edit;member;move;search;sync,dashboard-spa
dashboard,/workRoom/statistics,statistics,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,implicit-route-access,dashboard-spa
dashboard,/workRoomAutoPull/index,workRoomAutoPull,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,detail;download;edit;search,dashboard-spa
dashboard,/workRoomAutoPull/store,workRoomAutoPullStore,web/legacy/dashboard/src/router/asyncRouter.js,ACCESS_TOKEN,dashboard-corp-context,submit,dashboard-spa
operation,/,-,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/explain,-,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/fissionSpeed,-,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/lottery,lotteryIndex,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/roomClockIn,/roomClockIn,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/roomFission,-,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/roomInfinitePull,-,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/shopCode,shopCodeIndex,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/speed,-,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
operation,/workFission,workFissionIndex,web/legacy/operation/src/router/index.js,no-auth-header,operation-corp-context,implicit-route-access,operation-spa
sidebar,/:pathMatch(.*),-,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/,index,web/legacy/sidebar/src/router/routes.js,public,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/404,404,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/auth,auth,web/legacy/sidebar/src/router/routes.js,public,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/codeAuth,codeAuth,web/legacy/sidebar/src/router/routes.js,public,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/contact,contact,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/contact/editDetail,contactEditDetail,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/contact/remark,contactRemark,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/contact/settingTag,contactSettingTag,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/contactBatchAdd,contactBatchAdd,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/contactSop,contactSop,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/login,login,web/legacy/sidebar/src/router/routes.js,public,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/medium,medium,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
sidebar,/roomSop,roomSop,web/legacy/sidebar/src/router/routes.js,Bearer cookie token,sidebar-corp-context,implicit-route-access,sidebar-embedded
